CRN,Fac ID,Lname,Fname,Minitial,Position,Subject,Course,Section,Title,Campus,Active or Cncld,LEC or Oth,Crse Del Type,Session,Credits,WLF,Bud Code,Contact Hrs,Days,Beg Time,End Time,Seats CAP,Enroll,Waitlist Capacity,Waitlist Actual,Bldg,Rm,Xlist,UT Email,Message
40479,,,,,,BIOL,3000R,44,Advanced Utah Health Scholars Students,O01,A,LEC,I,1,1,1,BA,,,,,15,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42035,,,,,,BIOL,3000R,45,Advanced Utah Health Scholars Students,O01,A,LEC,I,1,1,1,BA,,,,,40,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42036,,,,,,BIOL,3000R,46,Advanced Utah Health Scholars Students,O01,A,LEC,I,1,1,1,BA,,,,,10,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42038,,,,,,BIOL,3000R,47,Advanced Utah Health Scholars Students,O01,A,LEC,I,1,1,1,BA,,,,,10,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
40148,,,,,,BIOL,3010,01,Evolution,A01,A,LEC,P,1,3,3,BA,,MWF,1100,1150,60,0,10,0,SET,301,,,
40517,,,,,,BIOL,3030,01,Principles of Genetics,A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,63,0,10,0,SET,201,,,
40522,,,,,,BIOL,3040,01,General Ecology,A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,50,0,10,0,SET,301,,,
40523,,,,,,BIOL,3045,01,General Ecology Lab,A01,A,LBC,P,1,1,3,BA,,R,1200,1450,20,0,10,0,SET,216,,,
42001,,,,,,BIOL,3150,01,Biostatistics and the Scientific Method,A01,A,LEC,P,1,3,3,BA,,MW,1500,1615,30,0,10,0,SET,216,,,
40190,,,,,,BIOL,3155,01,Scientific Method and Experimental Design,A01,A,LBC,P,1,1,3,BA,,R,1500,1750,30,0,10,0,SET,216,,,
42718,,,,,,BIOL,3160,01,Field Biology,A01,A,LEC,P,1,3,3,BA,,W,0800,1050,24,0,10,0,SET,216,,,
42416,,,,,,BIOL,3230R,01,Cadaver Practicum,A01,A,LBC,P,1,2,3,BA,,F,1330,1620,24,0,10,0,SET,213,,,
42417,,,,,,BIOL,3230R,02,Cadaver Practicum,A01,A,LBC,P,1,2,3,BA,,F,1330,1620,24,0,10,0,SET,215,,,
42715,,,,,,BIOL,3250,01,Cancer Biology,A01,A,LEC,P,1,3,3,BA,,MW,1500,1615,60,0,10,0,SET,105,,,
42714,,,,,,BIOL,3420,01,Advanced Human Physiology,A01,A,LEC,P,1,3,3,BA,,MWF,0800,0850,60,0,10,0,SET,105,,,
42594,,,,,,BIOL,3550,01,Eukaryotic Cell Biology,A01,A,LEC,P,1,3,3,BA,,MWF,1100,1150,24,0,10,0,SET,216,,,
42595,,,,,,BIOL,3555,01,Eukaryotic Cell Biology Lab,A01,A,LBC,P,1,1,3,BA,,R,0900,1150,16,0,10,0,SET,308,,,
43090,,,,,,BIOL,4010,40,Molecular Evolution,O01,A,LEC,I,1,3,3,BA,,,,,40,0,20,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41008,,,,,,BIOL,4040,01,Medical Ecology,A01,A,LEC,P,1,1,1,BA,,T,0900,0950,30,0,10,0,SET,216,,,
42716,,,,,,BIOL,4260,01,Herpetology,A01,A,LEC,P,1,2,2,BA,,TR,1330,1420,24,0,10,0,SET,318,,,
42717,,,,,,BIOL,4265,01,Herpetology Lab,A01,A,LBC,P,1,1,3,BA,,M,1200,1450,24,0,10,0,SET,318,,,
42719,,,,,,BIOL,4310,01,Advanced Bioinformatics,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,28,0,10,0,SET,501,,,
42041,,,,,,BIOL,4320,01,Scripting for Biologists,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,28,0,10,0,SET,501,,,
40126,,,,,,BIOL,4400,01,Pathophysiology,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,40,0,10,0,SET,420,,,
40177,,,,,,BIOL,4500,01,Comparative Vertebrate Physiology,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,24,0,10,0,SET,319,,,
40178,,,,,,BIOL,4505,01,Comparative Vertebrate Physiology Lab,A01,A,LBC,P,1,1,3,BA,,R,0900,1150,24,0,10,0,SET,319,,,
42196,,,,,,BIOL,4810R,01,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
43434,,,,,,BIOL,4810R,01B,Independent Research,A01,A,INV,P,7,1,0,BA,,,,,10,0,0,0,,,,,
42197,,,,,,BIOL,4810R,02,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
42198,,,,,,BIOL,4810R,03,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
42199,,,,,,BIOL,4810R,04,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
42200,,,,,,BIOL,4810R,05,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
42201,,,,,,BIOL,4810R,06,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
42202,,,,,,BIOL,4810R,07,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
42203,,,,,,BIOL,4810R,08,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
42204,,,,,,BIOL,4810R,09,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
42544,,,,,,BIOL,4810R,10,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,0,0,10,0,,,,,
40861,,,,,,BIOL,4890R,03,Life Science Internship,A01,A,INT,P,1,1,0,BA,,,,,0,0,10,0,,,,,
40958,,,,,,BIOL,4890R,04,Life Science Internship,A01,A,INT,P,1,1,0,BA,,,,,0,0,10,0,,,,,
40959,,,,,,BIOL,4890R,05,Life Science Internship,A01,A,INT,P,1,1,0,BA,,,,,0,0,10,0,,,,,
40462,,,,,,BIOL,4890R,50,Life Science Internship,A01,A,INT,P,1,1,0,BA,,W,1715,1945,0,0,10,0,,,,,
40463,,,,,,BIOL,4890R,51,Life Science Internship,A01,A,INT,P,1,1,0,BA,,R,1715,1945,0,0,10,0,,,,,
41423,,,,,,BIOL,4890R,52,Life Science Internship,A01,A,INT,P,1,1,0,BA,,W,1800,1850,0,0,10,0,,,,,
41696,,,,,,BIOL,4890R,53,Life Science Internship,A01,A,INT,P,1,1,0,BA,,T,1715,1945,0,0,10,0,,,,,
40176,,,,,,BIOL,4910,01,Senior Seminar,A01,A,LEC,P,1,1,1,BA,,T,1000,1050,12,0,10,0,SET,418,,,
40534,,,,,,BIOL,4910,02,Senior Seminar,A01,A,LEC,P,1,1,1,BA,,F,0900,0950,12,0,10,0,SNOW,208,,,
41198,,,,,,BIOL,4910,03,Senior Seminar,A01,A,LEC,P,1,1,1,BA,,W,1200,1250,12,0,10,0,SET,501,,,
42102,,,,,,BIOL,4990R,02,Seminar in Biology,A01,A,LEC,P,1,0.5,0,BA,3,MW,1200,1315,19,0,10,0,SET,319,,,
42332,,,,,,BTEC,1010,01,Fundamentals of Biotechnology,A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,23,0,10,0,SET,310,,,
42451,,,,,,BTEC,1010,80J,Fundamentals of Biotechnology,C01,A,LEC,P,Y,3,3,SF,,,,,30,0,0,0,,,,,
42039,,,,,,BTEC,2010,01,DNA Methods and Analysis,A01,A,LEL,P,1,2,4,BA,,MW,1530,1720,24,0,10,0,SET,312,,,
42720,,,,,,BTEC,2030,01,Cell Culture Techniques,A01,A,LEL,P,1,2,4,BA,,MR,1300,1450,16,0,10,0,SET,308,,,
42068,,,,,,BTEC,2050,01,Zebrafish Maintenance & Methodology,A01,A,LEL,P,1,2,4,BA,,T,1300,1350,6,0,5,0,SET,303,,,
42068,,,,,,BTEC,2050,01,Zebrafish Maintenance & Methodology,A01,A,LEL,P,1,2,4,BA,,T,1500,1650,6,0,5,0,SET,303,,,
42069,,,,,,BTEC,2050,02,Zebrafish Maintenance & Methodology,A01,A,LEL,P,1,2,4,BA,,T,1400,1450,6,0,5,0,SET,303,,,
42069,,,,,,BTEC,2050,02,Zebrafish Maintenance & Methodology,A01,A,LEL,P,1,2,4,BA,,T,1500,1650,6,0,5,0,SET,303,,,
42333,,,,,,BTEC,3020,01,"Protein Cloning, Expression, and Purification",A01,A,LBC,P,1,1,3,BA,,T,1330,1620,12,0,5,0,SET,304,,,
42334,,,,,,BTEC,3050,01,CRISPR/Cas9 Techniques,A01,A,LBC,P,1,1,3,BA,,W,1330,1620,27,0,10,0,SET,303,,,
42808,,,,,,BTEC,4040,01,Techniques in Functional Genomics,A01,A,LBC,P,1,1,3,BA,,R,1330,1620,12,0,0,0,SET,303,,,
43443,,,,,,BTEC,4060R,01,Variant Validation,A01,A,LBC,P,1,1,3,BA,,M,1330,1620,27,0,10,0,SET,303,,,
40072,,,,,,CHEM,1010,01,Introduction to Chemistry (PS),A01,A,LEC,P,1,3,3,BA,,TR,1030,1145,38,0,10,0,SNOW,113,,,
40073,,,,,,CHEM,1010,02,Introduction to Chemistry (PS),A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,37,0,10,0,SNOW,113,,,
40594,,,,,,CHEM,1010,40,Introduction to Chemistry (PS),O01,A,LEC,I,1,3,3,BA,,,,,39,0,15,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41769,,,,,,CHEM,1010,41,Introduction to Chemistry (PS),O01,A,LEC,I,1,3,3,BA,,,,,24,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41157,,,,,,CHEM,1010,42,Introduction to Chemistry (PS),O01,A,LEC,I,1,3,3,BA,,,,,35,0,25,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
40577,,,,,,CHEM,1010,80J,Introduction to Chemistry (PS),C01,A,LEC,P,Y,3,3,SF,,,,,85,0,0,0,,,,,
41029,,,,,,CHEM,1010,81J,Introduction to Chemistry (PS),C02,A,LEC,P,Y,3,3,SF,,,,,200,0,0,0,,,,,
41187,,,,,,CHEM,1010,83J,Introduction to Chemistry (PS),C03,A,LEC,P,Y,3,3,SF,,,,,125,0,10,0,,,,,
40841,,,,,,CHEM,1010,84J,Introduction to Chemistry (PS),C06,A,LEC,P,Y,3,3,SF,,,,,30,0,0,0,,,,,
42452,,,,,,CHEM,1010,89J,Introduction to Chemistry (PS),UOS,A,LEC,I,CE,3,3,SF,,,,,30,0,0,0,,,,,
42156,,,,,,CHEM,1010,A8J,Introduction to Chemistry (PS),C24,A,LEC,P,Y,3,3,SF,,,,,55,0,0,0,,,,,
41735,,,,,,CHEM,1010,F8J,Introduction to Chemistry (PS),C18,A,LEC,P,Y,3,3,SF,,,,,86,0,0,0,,,,,
41459,,,,,,CHEM,1010,V8J,Introduction to Chemistry (PS),C10,A,LEC,P,Y,3,3,SF,,,,,50,0,0,0,,,,,
40315,,,,,,CHEM,1015,01,Introduction to Chemistry Lab,A01,A,LBC,P,1,1,2,BA,,M,0900,1050,22,0,10,0,SET,405,,,
40578,,,,,,CHEM,1015,80J,Introduction to Chemistry Lab,C01,A,LBC,P,Y,1,2,SF,,,,,85,0,0,0,,,,,
41030,,,,,,CHEM,1015,81J,Introduction to Chemistry Lab,C02,A,LBC,P,Y,1,2,SF,,,,,200,0,0,0,,,,,
41188,,,,,,CHEM,1015,83J,Introduction to Chemistry Lab,C03,A,LBC,P,Y,1,2,SF,,,,,125,0,25,0,,,,,
40842,,,,,,CHEM,1015,84J,Introduction to Chemistry Lab,C06,A,LBC,P,Y,1,2,SF,,,,,30,0,0,0,,,,,
41736,,,,,,CHEM,1015,F8J,Introduction to Chemistry Lab,C18,A,LBC,P,Y,1,2,SF,,,,,85,0,0,0,,,,,
41460,,,,,,CHEM,1015,V8J,Introduction to Chemistry Lab,C10,A,LBC,P,Y,1,2,SF,,,,,50,0,0,0,,,,,
40074,,,,,,CHEM,1110,01,Elementary General/Organic Chemistry (PS),A01,A,LEC,P,1,4,4,BA,,MTWR,0800,0850,38,0,10,0,SNOW,216,,,
40277,,,,,,CHEM,1115,01, Elem General/Organic Chemistry Lab (LAB),A01,A,LBC,P,1,1,2,BA,,T,1300,1450,22,0,10,0,SET,405,,,
41526,,,,,,CHEM,1115,02, Elem General/Organic Chemistry Lab (LAB),A01,A,LBC,P,1,1,2,BA,,T,1600,1750,0,0,0,0,SET,405,,,
41504,,,,,,CHEM,1115,50, Elem General/Organic Chemistry Lab (LAB),A01,A,LBC,P,1,1,2,BA,,T,1800,1950,0,0,0,0,SET,405,,,
41527,,,,,,CHEM,1115,51, Elem General/Organic Chemistry Lab (LAB),A01,A,LBC,P,1,1,2,BA,,M,1800,1950,0,0,0,0,SET,409,,,
41287,,,,,,CHEM,1150,01,Integrated Chemistry for Health Sciences (PS),A01,A,LEC,P,1,4,4,BA,,MTWR,0900,0950,59,0,10,0,SET,201,,,
41978,,,,,,CHEM,1150,80J,Integrated Chemistry for Health Sciences (PS),C01,A,LEC,P,Y,4,4,SF,,,,,100,0,0,0,,,,,
42472,,,,,,CHEM,1150,85J,Integrated Chemistry for Health Sciences (PS),C22,A,LEC,P,Y,4,4,SF,,,,,30,0,0,0,,,,,
41290,,,,,,CHEM,1155,01,Integrated Chemistry for Health Sciences Laboratory (LAB),A01,A,LBC,P,1,1,3,BA,,W,0900,1150,24,0,10,0,SET,407,,,
41291,,,,,,CHEM,1155,02,Integrated Chemistry for Health Sciences Laboratory (LAB),A01,A,LBC,P,1,1,3,BA,,W,0700,0950,0,0,0,0,SET,405,,,
41292,,,,,,CHEM,1155,03,Integrated Chemistry for Health Sciences Laboratory (LAB),A01,A,LBC,P,1,1,3,BA,,W,1200,1450,24,0,10,0,SET,405,,,
41293,,,,,,CHEM,1155,04,Integrated Chemistry for Health Sciences Laboratory (LAB),A01,A,LBC,P,1,1,3,BA,,T,1300,1550,23,0,10,0,SET,407,,,
41528,,,,,,CHEM,1155,05,Integrated Chemistry for Health Sciences Laboratory (LAB),A01,A,LBC,P,1,1,3,BA,,W,1600,1850,0,0,0,0,SET,407,,,
41529,,,,,,CHEM,1155,06,Integrated Chemistry for Health Sciences Laboratory (LAB),A01,A,LBC,P,1,1,3,BA,,W,1600,1850,24,0,10,0,SET,409,,,
41294,,,,,,CHEM,1155,07,Integrated Chemistry for Health Sciences Laboratory (LAB),A01,A,LBC,P,1,1,3,BA,,W,1600,1850,23,0,10,0,SET,405,,,
41295,,,,,,CHEM,1155,51,Integrated Chemistry for Health Sciences Laboratory (LAB),A01,A,LBC,P,1,1,3,BA,,W,1900,2150,24,0,10,0,SET,409,,,
41979,,,,,,CHEM,1155,80J,Integrated Chemistry for Health Sciences Laboratory (LAB),C01,A,LBC,P,Y,1,3,SF,,,,,100,0,0,0,,,,,
42473,,,,,,CHEM,1155,85J,Integrated Chemistry for Health Sciences Laboratory (LAB),C22,A,LBC,P,Y,1,3,SF,,,,,30,0,0,0,,,,,
41389,,,,,,CHEM,1210,01,Principles of Chemistry I (PS),A01,A,LEC,P,1,4,4,BA,,MTWR,0800,0850,57,0,20,0,SET,201,,,
41079,,,,,,CHEM,1210,02,Principles of Chemistry I (PS),A01,A,LEC,P,1,4,4,BA,,MTWR,1000,1050,58,0,20,0,SET,201,,,
40075,,,,,,CHEM,1210,03,Principles of Chemistry I (PS),A01,A,LEC,P,1,4,4,BA,,MTWR,1400,1450,56,0,15,0,SET,105,,,
42554,,,,,,CHEM,1210,04,Principles of Chemistry I (PS),A01,A,LEC,P,1,4,4,BA,,MTWR,1300,1350,40,0,10,0,SET,420,,,
42998,,,,,,CHEM,1210,85J,Principles of Chemistry I (PS),C22,A,LEC,P,Y,4,4,SF,,,,,80,0,0,0,,,,,
40076,,,,,,CHEM,1215,01,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,T,0700,0950,23,0,10,0,SET,407,,,
40077,,,,,,CHEM,1215,02,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,R,0700,0950,23,0,10,0,SET,409,,,
40078,,,,,,CHEM,1215,03,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,R,1000,1250,24,0,10,0,SET,407,,,
40661,,,,,,CHEM,1215,04,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,R,1000,1250,24,0,10,0,SET,409,,,
40079,,,,,,CHEM,1215,05,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,R,1300,1550,23,0,10,0,SET,407,,,
40960,,,,,,CHEM,1215,06,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,W,0700,1000,0,0,10,0,SET,409,,,
40857,,,,,,CHEM,1215,07,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,R,1600,1850,23,0,10,0,SET,407,,,
41530,,,,,,CHEM,1215,08,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,R,1600,1850,23,0,10,0,SET,409,,,
40515,,,,,,CHEM,1215,50,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,R,1900,2150,23,0,10,0,SET,407,,,
41531,,,,,,CHEM,1215,51,Principles of Chemistry I Lab (LAB),A01,A,LBC,P,1,1,3,BA,,R,1900,2150,22,0,10,0,SET,409,,,
42999,,,,,,CHEM,1215,85J,Principles of Chemistry I Lab (LAB),C22,A,LBC,P,Y,1,3,SF,,,,,80,0,0,0,,,,,
40511,,,,,,CHEM,1220,01,Principles of Chemistry II,A01,A,LEC,P,1,4,4,BA,,MTWR,0800,0850,40,0,10,0,SET,420,,,
40595,,,,,,CHEM,1220,02,Principles of Chemistry II,A01,A,LEC,P,1,4,4,BA,,MTWR,0900,0950,40,0,10,0,SET,420,,,
40080,,,,,,CHEM,1225,01,Principles of Chemistry II Lab,A01,A,LBC,P,1,1,3,BA,,T,1000,1250,24,0,10,0,SET,407,,,
40503,,,,,,CHEM,1225,02,Principles of Chemistry II Lab,A01,A,LBC,P,1,1,3,BA,,T,1000,1250,24,0,10,0,SET,409,,,
40769,,,,,,CHEM,1225,03,Principles of Chemistry II Lab,A01,A,LBC,P,1,1,3,BA,,T,1600,1850,0,0,0,0,SET,407,,,
41532,,,,,,CHEM,1225,04,Principles of Chemistry II Lab,A01,A,LBC,P,1,1,3,BA,,T,1600,1850,24,0,10,0,SET,409,,,
41533,,,,,,CHEM,2310,01,Organic Chemistry I,A01,A,LEC,P,1,4,5,BA,,MTWRF,1100,1150,48,0,10,0,SET,201,,,
41084,,,,,,CHEM,2310,02,Organic Chemistry I,A01,A,LEC,P,1,4,5,BA,,MTWRF,1300,1350,40,0,10,0,SNOW,216,,,
40081,,,,,,CHEM,2315,01,Organic Chemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,0900,1150,16,0,10,0,SET,404,,,
40150,,,,,,CHEM,2315,02,Organic Chemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,1200,1450,16,0,10,0,SET,404,,,
40526,,,,,,CHEM,2315,03,Organic Chemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,1500,1750,16,0,10,0,SET,404,,,
40579,,,,,,CHEM,2315,04,Organic Chemistry I Lab,A01,A,LBC,P,1,1,3,BA,,W,0900,1150,0,0,0,0,SET,404,,,
41074,,,,,,CHEM,2315,05,Organic Chemistry I Lab,A01,A,LBC,P,1,1,3,BA,,W,1200,1450,16,0,10,0,SET,404,,,
40596,,,,,,CHEM,2315,50,Organic Chemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,1800,2050,16,0,10,0,SET,404,,,
40214,,,,,,CHEM,2320,01,Organic Chemistry II,A01,A,LEC,P,1,4,5,BA,,MTWRF,0900,0950,40,0,10,0,SNOW,216,,,
40316,,,,,,CHEM,2325,01,Organic Chemistry II Lab,A01,A,LBC,P,1,1,3,BA,,R,1000,1250,16,0,10,0,SET,404,,,
40597,,,,,,CHEM,2325,02,Organic Chemistry II Lab,A01,A,LBC,P,1,1,3,BA,,R,1300,1550,16,0,10,0,SET,404,,,
41467,,,,,,CHEM,2325,50,Organic Chemistry II Lab,A01,A,LBC,P,1,1,3,BA,,R,1800,2050,0,0,0,0,SET,404,,,
41995,,,,,,CHEM,2600,01,Laboratory Safety and Compliance,A01,A,LEC,P,1,1,1,BA,,M,1400,1450,16,0,10,0,SNOW,103,,,
41994,,,,,,CHEM,2990R,01,Chemistry Seminar and Professional Development,A01,A,LEC,P,1,1,1,BA,,F,1200,1250,40,0,25,0,SET,420,,,
41770,,,,,,CHEM,3000,01,Quantitative Chemical Analysis,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,40,0,10,0,SET,420,,,
41771,,,,,,CHEM,3005,02,Quantitative Chemical Analysis Laboratory,A01,A,LBC,P,1,1,3,BA,,R,1500,1750,16,0,0,0,SNOW,103,,,
42555,,,,,,CHEM,3060,01,Physical Chemistry 1,A01,A,LEC,P,1,4,4,BA,,MTWR,1100,1150,40,0,10,0,SNOW,216,,,
42556,,,,,,CHEM,3065,01,Physical Chemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,1500,1750,16,0,10,0,SNOW,103,,,
40182,,,,,,CHEM,3510,01,Biochemistry I,A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,60,0,10,0,SET,201,,,
40521,,,,,,CHEM,3515,01,Biochemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,0900,1150,16,0,10,0,SET,308,,,
40573,,,,,,CHEM,3515,02,Biochemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,1200,1450,0,0,0,0,SET,308,,,
41535,,,,,,CHEM,3515,03,Biochemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,1500,1750,16,0,10,0,SET,308,,,
41186,,,,,,CHEM,3515,04,Biochemistry I Lab,A01,A,LBC,P,1,1,3,BA,,R,1500,1750,16,0,10,0,SET,308,,,
40940,,,,,,CHEM,3515,50,Biochemistry I Lab,A01,A,LBC,P,1,1,3,BA,,R,1800,2050,0,0,0,0,SET,308,,,
41163,,,,,,CHEM,3515,51,Biochemistry I Lab,A01,A,LBC,P,1,1,3,BA,,T,1800,2050,0,0,0,0,SET,308,,,
42557,,,,,,CHEM,4200,01,Environmental Chemistry,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,16,0,0,0,SNOW,128,,,
42366,,,,,,CHEM,4800R,01,Independent Research,A01,A,INV,P,1,1,0,BA,,MTWRF,1000,1050,10,0,0,0,SNOW,204,,,
42367,,,,,,CHEM,4800R,02,Independent Research,A01,A,INV,P,1,1,0,BA,,MTWRF,0800,0850,10,0,0,0,SNOW,204,,,
42368,,,,,,CHEM,4800R,03,Independent Research,A01,A,INV,P,1,1,0,BA,,MTWRF,1200,1250,10,0,0,0,SNOW,204,,,
42369,,,,,,CHEM,4800R,04,Independent Research,A01,A,INV,P,1,1,0,BA,,MTWRF,1500,1550,10,0,0,0,SNOW,204,,,
42370,,,,,,CHEM,4800R,05,Independent Research,A01,A,INV,P,1,1,0,BA,,MTWRF,1100,1150,10,0,0,0,SNOW,204,,,
42371,,,,,,CHEM,4800R,06,Independent Research,A01,A,INV,P,1,1,0,BA,,MTWRF,1400,1450,10,0,0,0,SNOW,204,,,
43245,,,,,,CHEM,4890R,01,Chemistry Internship,A01,A,INT,P,1,1,0,BA,,,,,10,0,0,0,,,,,
40677,,,,,,CS,1030,01,Problem Solving with Computers,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,32,0,15,0,SMITH,109,,,
41896,,,,,,CS,1030,02,Problem Solving with Computers,A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,32,0,15,0,SMITH,107,,,
42486,,,,,,CS,1030,83J,Problem Solving with Computers,C03,A,LEC,P,CE,3,3,SF,,,,,30,0,0,0,,,,,
42150,,,,,,CS,1030,89J,Problem Solving with Computers,UOS,A,LEC,I,CE,3,3,SF,,,,,50,0,0,0,ONLINE,,,,
40718,,,,,,CS,1400,01,Fundamentals of Programming,A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,28,0,15,0,SMITH,107,,,
40461,,,,,,CS,1400,02,Fundamentals of Programming,A01,A,LEC,P,1,3,3,BA,,MW,1500,1615,32,0,15,0,SMITH,109,,,
40542,,,,,,CS,1400,03,Fundamentals of Programming,A01,A,LEC,P,1,3,3,BA,,TR,1500,1615,32,0,15,0,SMITH,108,,,
42625,,,,,,CS,1400,04,Fundamentals of Programming,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,32,0,20,0,SMITH,109,,,
41889,,,,,,CS,1400,40,Fundamentals of Programming,O01,A,LEC,I,1,3,3,BA,,,,,38,0,15,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
40576,,,,,,CS,1400,81J,Fundamentals of Programming,C02,A,LEC,P,Y,3,3,SF,,,,,50,0,0,0,,,,,
42454,,,,,,CS,1400,89J,Fundamentals of Programming,UOS,A,LEC,I,CE,3,3,SF,,,,,30,0,0,0,,,,,
